Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure
2,-0.8024013425000663,-1.2169634301395695,-0.22187182165550837,0.0013131449069732513,1.6189699851722275,0
1,-0.8024013425000663,-1.2169634301395695,-0.3780563396538599,0.7035296726998674,1.6661020287196338,0
1,-0.8024013425000663,-1.2169634301395695,-1.4323018361427322,2.077867734237389,1.6975233910845715,1
1,-0.8523973761276875,-1.2843643157450981,-0.7071594311503862,1.2352079008859156,1.728944753449509,1
1,-0.8523973761276875,-1.2843643157450981,0.2634157878393694,-0.45011176581703016,-1.6959837443286894,0
2,-0.8024013425000663,-1.2169634301395695,-0.39479039515368325,0.382516402851687,-1.6645623819637516,0
2,-0.7524053088724167,-1.1495625445340025,-0.5509749131520347,0.3624530734861761,-1.6174303384163453,0
1,-0.7524053088724167,-1.082161658928474,1.0833845073307147,-1.403119910678815,-1.5702982948689388,0
0,-0.8024013425000663,-1.2169634301395695,0.40844426883783863,-0.7410300416169433,-1.5388769325040013,0
0,-0.8024013425000663,-1.1495625445340025,-0.4505705801530945,0.2922314207068864,-1.4603235265916572,0
1,-0.8024013425000663,-1.1495625445340025,-0.5900210426516226,2.2383743691614786,-1.3817701206793134,1
1,-0.8024013425000663,-1.1495625445340025,-1.231493170144852,1.917361099313299,-1.3503487583143756,0
2,-0.8024013425000663,-1.2169634301395695,0.39728823183795636,-0.5002700892308083,-1.318927395949438,0
1,-0.9023934097553371,-1.2843643157450981,-0.42825850615332994,1.0847329306445812,-1.2717953524020318,0
2,-0.9523894433829583,-1.3517652013506651,2.1487860408194694,-1.9247664741821078,-1.240373990037094,0
2,-0.9023934097553371,-1.3517652013506651,0.291305880339075,-0.6306817301066312,-1.1932419464896877,0
1,-0.9023934097553371,-1.2843643157450981,-1.2984293921441452,1.8371077818512536,-1.1461099029422812,0
1,-0.9023934097553371,-1.2843643157450981,-0.8744999861486199,0.3524214088034203,-1.1146885405773437,0
1,-0.9023934097553371,-1.2843643157450981,0.4419123798374854,-0.530365083279075,-1.0832671782124061,0
1,-0.9023934097553371,-1.2169634301395695,2.505779224815701,-1.8645764860855742,-1.0518458158474686,0
1,-0.9023934097553371,-1.2169634301395695,-0.5732869871517992,1.024542942548048,-1.0204244534825309,0
1,-0.9023934097553371,-1.1495625445340025,-1.3095854291440276,0.9844162838170248,-0.9890030911175933,0
1,-0.9023934097553371,-1.1495625445340025,-0.35574426565409534,0.9944479484997806,-0.9575817287526557,0
0,-0.9023934097553371,-1.1495625445340025,1.590984190825357,-1.5836898749684165,-0.9261603663877181,0
2,-0.9523894433829583,-1.2169634301395695,-1.097620726146265,0.8138779842101795,-0.8476069604753741,0
1,-0.9523894433829583,-1.2169634301395695,-0.2999640806546841,0.07153479768626296,-0.8004749169279677,0
1,-0.9023934097553371,-1.2169634301395695,0.7152352863346004,-0.9416633352720559,-0.7690535545630302,0
1,-0.9023934097553371,-1.2169634301395695,-0.517506802152388,-0.17925681938262783,-0.7376321921980925,0
1,-0.9523894433829583,-1.1495625445340025,-1.3263194846438509,1.6063794941478742,-0.7062108298331549,0
1,-0.9023934097553371,-1.082161658928474,-0.8912340416484432,0.312294750072398,-0.6747894674682173,0
1,-0.8523973761276875,-1.014760773322907,0.3749761578381919,-0.640713394789387,-0.6433681051032797,0
2,-0.8523973761276875,-1.082161658928474,0.0012489183421365822,0.3423897441206646,-0.6119467427383422,0
1,-0.9023934097553371,-1.082161658928474,-0.3445882286542131,0.9944479484997806,-0.5648146991909357,0
1,-0.9023934097553371,-1.082161658928474,0.7096572678346593,-0.5403967479618307,-0.5333933368259981,0
0,-0.9023934097553371,-1.082161658928474,-0.7852516901495619,1.1850495774721375,-0.5019719744610606,0
0,-0.9023934097553371,-1.082161658928474,0.7765934898339528,-0.5403967479618307,-0.4234185685487165,0
2,-0.9023934097553371,-1.014760773322907,6.354611989775077,-2.937964607140427,-0.3448651626363725,1
1,-0.8523973761276875,-1.014760773322907,-0.47846067265280007,0.2922314207068864,-0.2977331190889661,0
0,-0.8523973761276875,-0.9473598877173399,-0.5955990611515637,0.9543212897687582,-0.2663117567240285,0
2,-0.8024013425000663,-0.9473598877173399,-0.0656873036571569,0.0915981270517738,-0.18775835081168452,0
1,-0.8024013425000663,-0.8799590021118113,0.27457182483925163,-0.5002700892308083,-0.14062630726427813,0
1,-0.8024013425000663,-0.9473598877173399,-0.5900210426516226,0.7135613373826232,-0.10920494489934052,0
1,-0.8024013425000663,-0.9473598877173399,0.39171021333801526,-0.5002700892308083,-0.07778358253440293,0
1,-0.8523973761276875,-1.014760773322907,0.20205758434001705,0.12169312110004112,-0.046362220169465326,0
2,-0.8024013425000663,-1.014760773322907,0.5423167128364256,-0.43004843645151863,-0.014940857804527726,0
1,-0.8024013425000663,-1.014760773322907,-0.2720739881549785,-0.20935181343089515,0.03219118574287867,0
1,-0.8024013425000663,-1.014760773322907,1.1280086553302437,-0.7209667122514325,0.06361254810781627,0
2,-0.7524053088724167,-0.9473598877173399,-1.0864646891463825,1.3054295536652054,0.09503391047275388,0
1,-0.7524053088724167,-0.8799590021118113,0.39171021333801526,-0.4701750951825417,0.14216595402016027,0
2,-0.8024013425000663,-0.8799590021118113,-0.6569572646509161,2.077867734237389,0.17358731638509786,1
1,-0.8024013425000663,-0.9473598877173399,0.291305880339075,-0.32973178962396227,0.22071935993250427,0
1,-0.8024013425000663,-0.9473598877173399,-0.3445882286542131,0.4025797322171985,0.2521407222974419,0
1,-0.8024013425000663,-0.8799590021118113,-0.0879993776569214,-0.38992177772049624,0.2835620846623795,0
1,-0.7524053088724167,-0.8799590021118113,0.20205758434001705,-0.6106184007411204,0.31498344702731707,0
0,-0.8024013425000663,-0.8799590021118113,-1.0864646891463825,1.2953978889824496,0.34640480939225465,0
1,-0.8024013425000663,-0.8799590021118113,-0.8521879121488554,0.492864714361999,0.42495821530459865,0
2,-0.8523973761276875,-0.9473598877173399,0.2801498433391928,-0.28960513089293993,0.45637957766953624,0
1,-0.8523973761276875,-0.9473598877173399,0.051451084841606695,0.03140813895523986,0.5035116212169427,0
1,-0.8523973761276875,-0.9473598877173399,-0.22187182165550837,-0.16922515469987276,0.5349329835818802,0
1,-0.8523973761276875,-1.014760773322907,0.6985012308347771,-0.8413466884444997,0.5663543459468179,0
1,-0.8523973761276875,-0.9473598877173399,-0.5119287836524469,-0.1892884840653836,0.5977757083117554,0
2,-0.8523973761276875,-1.014760773322907,-0.5844430241516815,0.6232763552378227,0.6291970706766931,0
1,-0.8523973761276875,-1.014760773322907,-0.6848473571506217,1.2753345596169388,0.6763291142240995,0
0,-0.8024013425000663,-1.014760773322907,1.6077182463251802,-1.5736582102856609,0.7077504765890371,0
1,-0.8024013425000663,-0.9473598877173399,-1.3095854291440276,0.5028963790447548,0.7863038825013811,0
1,-0.8024013425000663,-0.9473598877173399,0.1685894733403703,-0.5604600773273423,0.8177252448663187,0
1,-0.8523973761276875,-0.9473598877173399,0.25225975083948715,-1.0720749761478792,0.8491466072312562,0
1,-0.8523973761276875,-1.014760773322907,-0.9860603561474424,1.3856828711272502,0.8805679695961939,0
1,-0.8523973761276875,-1.082161658928474,-1.1701349666454994,0.9242262957204916,0.9119893319611314,0
1,-0.8523973761276875,-1.014760773322907,0.0012489183421365822,-0.38992177772049624,0.943410694326069,0
2,-0.8523973761276875,-1.014760773322907,0.5032705833368377,-0.28960513089293993,0.9748320566910067,0
1,-0.8523973761276875,-1.014760773322907,-0.004329100157804542,-0.7811567003479657,1.021964100238413,0
1,-0.8523973761276875,-0.9473598877173399,0.17416749184031144,-0.5203334185963199,1.0533854626033508,0
1,-0.8523973761276875,-1.082161658928474,-0.7294715051501507,0.312294750072398,1.0848068249682883,0
1,-0.9023934097553371,-1.082161658928474,-0.6402232091510927,0.7637196607964014,1.1162281873332258,0
1,-0.9023934097553371,-1.082161658928474,-0.14935758115627376,-0.5103017539135641,1.1476495496981634,0
1,-0.9023934097553371,-1.082161658928474,-0.33901021015427196,0.2922314207068864,1.179070912063101,0
2,-0.9523894433829583,-1.1495625445340025,0.787749526833835,-0.6306817301066312,1.2104922744280386,0
1,-0.9523894433829583,-1.1495625445340025,-0.24418389565527288,-0.12909849596884967,1.2576243179754452,0
2,-1.0023854770106078,-1.2843643157450981,0.07376315884137119,-0.33976345430671806,1.2890456803403827,0
1,-1.0523815106382575,-1.2843643157450981,-0.8131417826492675,1.034574607230803,1.336177723887789,0
1,-1.0023854770106078,-1.2169634301395695,0.4028662503378975,-0.9416633352720559,1.3675990862527267,0
2,-1.0023854770106078,-1.2843643157450981,-1.1143547816460881,1.1649862481066267,1.3990204486176643,0
1,-1.0023854770106078,-1.2843643157450981,1.328817321328124,-1.5736582102856609,1.4461524921650706,0
1,-1.0023854770106078,-1.2169634301395695,-1.064152615146618,1.8872661052650317,1.4775738545300083,1
1,-1.0023854770106078,-1.2169634301395695,-0.5398188761521524,0.4126113968999543,1.5089952168949459,0
2,-1.0023854770106078,-1.2169634301395695,-0.8019857456493853,0.9141946310377358,1.5404165792598834,0
2,-1.0523815106382575,-1.2843643157450981,0.4921145463369555,-0.8614100178100111,1.58754862280729,0
1,-1.0523815106382575,-1.2843643157450981,0.2578377693394283,-0.6507450594721428,1.6346806663546962,0
1,-1.0023854770106078,-1.2169634301395695,-0.3892123766537421,0.5530547024585329,1.6661020287196338,0
1,-1.0023854770106078,-1.1495625445340025,-0.9860603561474424,1.686632811609919,1.6975233910845715,1
1,-1.0023854770106078,-1.1495625445340025,-0.746205560649974,1.6264428235133859,1.728944753449509,1
1,-1.0023854770106078,-1.1495625445340025,0.6873451938348948,-0.7309983769341876,-1.6959837443286894,0
2,-1.0023854770106078,-1.2169634301395695,-0.40594643215356546,0.2621364266586198,-1.6645623819637516,0
1,-1.0023854770106078,-1.2169634301395695,0.45306841683736765,-0.42001677176876356,-1.6174303384163453,0
1,-1.0023854770106078,-1.2169634301395695,-1.013950448647148,0.8239096488929353,-1.5860089760514078,0
1,-1.0023854770106078,-1.2169634301395695,-0.13820154415639152,-0.20935181343089515,-1.55458761368647,0
1,-1.0023854770106078,-1.2169634301395695,-0.2776520066549196,0.04143980363799563,-1.5231662513215325,0
1,-0.9523894433829583,-1.1495625445340025,-1.1589789296456172,2.3085960219407684,-1.491744888956595,0
1,-1.0023854770106078,-1.3517652013506651,0.425178324337662,-1.0520116467823681,-1.4603235265916572,0
1,-0.9523894433829583,-1.2169634301395695,-0.3166981361545075,-0.20935181343089515,-1.4289021642267197,0
2,-0.9523894433829583,-1.2169634301395695,-0.6625352831508572,2.398881004085569,-1.3974808018617821,1
2,-0.9023934097553371,-1.1495625445340025,-0.09357739615686253,0.9141946310377358,-1.3503487583143756,0
1,-0.9523894433829583,-1.2169634301395695,0.6427210458353658,-0.7911883650307214,-1.3032167147669693,0
2,-0.9523894433829583,-1.2169634301395695,1.100118562830538,-1.32286659321677,-1.2717953524020318,0
2,-1.0023854770106078,-1.2843643157450981,0.2689938063393105,-0.7711250356652106,-1.2246633088546253,0
1,-0.9523894433829583,-1.2169634301395695,-0.8298758381490909,0.7536879961136456,-1.177531265307219,0
1,-1.0023854770106078,-1.2843643157450981,-0.47288265415285896,-0.28960513089293993,-1.1461099029422812,0
0,-1.0023854770106078,-1.2843643157450981,-0.5509749131520347,0.3724847381689319,-1.1146885405773437,0
